headers=18
lattice=1
L=128
N=1024
D=2
folded=1
phi=0.000488
x0_lo=-0.500000
x0_hi=127.500000
x1_lo=-0.500000
x1_hi=127.500000
x0_periodic=1
x1_periodic=1
iters=33413
alpha=-0.500000
seedMass=1000000000000.000000
maxAttachments=4
columns=12
id,x0,x1,assignedSeedStatus,currentSeedStatus,diameter,attachments,att_1,att_2,att_3,att_4
419,90,67,1,1,1,2,284,77,NaN,NaN
420,123,90,1,1,1,1,37,NaN,NaN,NaN
421,9,100,1,1,1,2,570,780,NaN,NaN
422,114,97,1,1,1,2,262,443,NaN,NaN
423,107,66,1,1,1,2,949,673,NaN,NaN
424,100,101,1,1,1,3,826,998,490,NaN
425,125,84,1,1,1,2,945,302,NaN,NaN
426,43,117,1,1,1,2,639,112,NaN,NaN
427,58,114,1,1,1,4,277,299,828,715
428,93,106,1,1,1,2,733,779,NaN,NaN
429,74,10,1,1,1,3,498,801,736,NaN
430,59,103,1,1,1,2,711,407,NaN,NaN
431,38,116,1,1,1,2,781,911,NaN,NaN
432,106,77,1,1,1,2,976,162,NaN,NaN
433,94,84,1,1,1,2,905,387,NaN,NaN
434,108,76,1,1,1,2,960,552,NaN,NaN
435,67,2,1,1,1,3,910,1009,874,NaN
436,5,91,1,1,1,2,889,334,NaN,NaN
437,112,87,1,1,1,2,995,219,NaN,NaN
438,33,116,1,1,1,1,660,NaN,NaN,NaN
439,111,92,1,1,1,3,783,832,599,NaN
440,85,90,1,1,1,3,986,909,318,NaN
441,114,101,1,1,1,3,331,614,672,NaN
442,42,118,1,1,1,3,112,242,287,NaN
443,113,97,1,1,1,3,239,55,422,NaN
444,87,69,1,1,1,1,481,NaN,NaN,NaN
445,61,101,1,1,1,2,543,538,NaN,NaN
446,90,96,1,1,1,2,63,926,NaN,NaN
447,27,114,1,1,1,1,57,NaN,NaN,NaN
448,56,101,1,1,1,2,75,788,NaN,NaN
449,36,122,1,1,1,2,662,630,NaN,NaN
450,54,124,1,1,1,2,815,325,NaN,NaN
451,86,88,1,1,1,1,708,NaN,NaN,NaN
452,101,98,1,1,1,2,6,286,NaN,NaN
453,24,118,1,1,1,3,622,646,317,NaN
454,104,91,1,1,1,3,13,651,43,NaN
455,95,88,1,1,1,3,697,29,544,NaN
456,111,95,1,1,1,3,817,343,568,NaN
457,40,4,1,1,1,2,787,752,NaN,NaN
458,122,91,1,1,1,2,97,37,NaN,NaN
459,114,87,1,1,1,2,937,995,NaN,NaN
460,111,93,1,1,1,2,94,568,NaN,NaN
461,98,69,1,1,1,2,49,170,NaN,NaN
462,6,79,1,1,1,3,197,575,45,NaN
463,8,79,1,1,1,3,217,575,569,NaN
464,55,107,1,1,1,2,628,772,NaN,NaN
465,111,64,1,1,1,2,695,395,NaN,NaN
466,61,9,1,1,1,2,810,121,NaN,NaN
467,20,110,1,1,1,3,1000,692,983,NaN
468,54,3,1,1,1,3,528,78,47,NaN
469,40,7,1,1,1,4,17,117,896,935
470,107,78,1,1,1,2,976,972,NaN,NaN
471,7,82,1,1,1,1,812,NaN,NaN,NaN
472,41,6,1,1,1,2,935,316,NaN,NaN
473,81,87,1,1,1,2,374,690,NaN,NaN
474,117,90,1,1,1,2,1023,20,NaN,NaN
475,113,66,1,1,1,2,1004,776,NaN,NaN
476,18,80,1,1,1,3,559,321,276,NaN
477,47,8,1,1,1,2,406,70,NaN,NaN
478,88,89,1,1,1,3,85,689,550,NaN
479,43,3,1,1,1,2,4,965,NaN,NaN
480,72,1,1,1,1,2,165,379,NaN,NaN
481,88,69,1,1,1,2,444,285,NaN,NaN
482,115,70,1,1,1,2,967,506,NaN,NaN
483,49,8,1,1,1,2,592,70,NaN,NaN
484,10,101,1,1,1,2,780,404,NaN,NaN
485,95,105,1,1,1,2,620,924,NaN,NaN
486,111,65,1,1,1,2,847,208,NaN,NaN
487,65,11,1,1,1,1,76,NaN,NaN,NaN
488,38,113,1,1,1,1,310,NaN,NaN,NaN
489,127,86,1,1,1,2,626,222,NaN,NaN
490,100,102,1,1,1,2,778,424,NaN,NaN
491,110,72,1,1,1,2,869,707,NaN,NaN
492,86,93,1,1,1,2,178,687,NaN,NaN
